Municipio;2024/Jan;2024/Fev;2024/Mar;2024/Abr;2024/Mai;2024/Jun;2024/Jul;2024/Ago;2024/Set;2024/Out
110002 ARIQUEMES;5;5;5;5;5;5;5;5;5;5
110004 CACOAL;5;5;5;5;5;5;5;5;5;5
110007 CORUMBIARA;-;-;-;-;-;-;-;-;-;4
110008 COSTA MARQUES;2;2;2;2;1;1;1;1;1;1
110015 OURO PRETO DO OESTE;3;3;3;3;3;3;3;3;3;3
110020 PORTO VELHO;28;28;28;28;28;28;28;28;28;28
110028 ROLIM DE MOURA;7;7;7;7;7;7;7;7;7;7
110030 VILHENA;1;1;1;1;1;1;1;1;1;1
110037 ALTO ALEGRE DOS PARECIS;4;4;4;4;4;4;4;4;4;4
110040 ALTO PARAISO;1;1;1;1;1;1;1;1;1;1
110045 BURITIS;3;3;3;3;3;3;3;3;3;3
110050 NOVO HORIZONTE DO OESTE;5;5;5;5;5;5;5;5;5;5
110070 CAMPO NOVO DE RONDONIA;4;4;4;4;4;4;4;4;4;4
110080 CANDEIAS DO JAMARI;5;5;5;5;5;5;5;5;5;5
110092 CHUPINGUAIA;2;2;2;2;2;2;2;2;2;-
110120 MINISTRO ANDREAZZA;2;2;2;2;2;2;2;2;2;2
110130 MIRANTE DA SERRA;1;1;1;1;1;1;1;1;1;1
110143 NOVA UNIAO;1;1;1;1;1;1;1;1;1;1
110145 PARECIS;2;2;2;2;2;2;2;2;2;2
110148 SAO FELIPE D'OESTE;2;2;2;2;2;2;2;2;2;2
110150 SERINGUEIRAS;1;1;1;1;1;1;1;1;1;1
120010 BRASILEIA;6;6;6;6;6;6;6;6;6;6
120033 MANCIO LIMA;3;3;3;3;3;3;3;3;3;3
120040 RIO BRANCO;31;31;31;31;31;31;31;31;31;31
120070 XAPURI;3;3;3;3;3;3;3;3;3;3
130063 BERURI;3;3;3;3;3;3;3;3;3;3
130130 CODAJAS;2;2;2;2;2;2;2;2;2;2
130180 IPIXUNA;3;3;3;3;3;3;3;3;3;3
130185 IRANDUBA;-;-;-;-;-;-;-;1;1;1
130190 ITACOATIARA;6;6;6;6;6;6;6;6;6;6
130230 JUTAI;2;2;2;2;2;2;2;2;2;2
130260 MANAUS;11;11;11;11;11;11;16;16;16;16
130330 NOVO ARIPUANA;1;1;1;1;1;1;1;1;1;1
130350 PAUINI;2;2;2;2;2;2;2;2;2;2
130356 RIO PRETO DA EVA;2;2;2;2;2;2;2;2;2;2
130380 SAO GABRIEL DA CACHOEIRA;9;9;9;9;9;4;4;4;4;4
130400 SILVES;4;4;4;4;4;4;4;4;4;4
130410 TAPAUA;4;4;4;4;4;4;4;4;4;4
130420 TEFE;3;3;3;3;3;3;3;3;3;3
140010 BOA VISTA;8;8;8;8;8;8;8;8;8;8
140023 CAROEBE;2;2;2;2;2;2;2;2;2;2
150010 ABAETETUBA;1;1;1;1;1;1;1;1;1;1
150080 ANANINDEUA;5;5;5;5;5;5;5;5;5;5
150120 BAIAO;1;1;1;1;1;1;1;1;1;1
150130 BARCARENA;1;1;1;1;1;1;1;1;1;1
150140 BELEM;45;45;45;45;45;45;45;45;45;45
150150 BENEVIDES;4;4;4;4;4;4;4;4;4;4
150170 BRAGANCA;2;2;2;2;2;2;2;2;2;2
150210 CAMETA;3;3;3;3;3;3;3;3;3;3
150230 CAPITAO POCO;2;2;2;2;2;2;2;2;2;2
150240 CASTANHAL;9;9;9;9;9;9;9;9;9;9
150276 CUMARU DO NORTE;3;3;3;3;3;3;3;3;3;3
150304 FLORESTA DO ARAGUAIA;1;1;1;1;1;1;1;1;1;1
150307 GARRAFAO DO NORTE;3;3;3;3;3;3;3;3;3;3
150345 IPIXUNA DO PARA;3;3;3;3;3;3;3;3;3;3
150350 IRITUIA;3;3;3;3;3;3;3;3;3;3
150360 ITAITUBA;1;1;1;1;1;1;1;1;1;1
150370 ITUPIRANGA;4;4;4;4;4;4;4;4;4;4
150380 JACUNDA;2;2;2;2;2;2;2;2;2;2
150405 MAE DO RIO;2;2;2;2;2;2;2;2;2;2
150420 MARABA;2;2;2;2;2;2;2;2;2;2
150442 MARITUBA;4;4;4;4;4;4;4;4;4;4
150445 MEDICILANDIA;1;1;1;1;1;1;1;1;1;1
150500 NOVA TIMBOTEUA;2;2;2;2;2;2;2;2;2;2
150503 NOVO PROGRESSO;1;1;1;1;1;1;1;1;-;-
150543 OURILANDIA DO NORTE;1;1;10;10;10;10;10;10;10;10
150550 PARAGOMINAS;3;3;3;3;3;3;3;3;3;3
150553 PARAUAPEBAS;11;11;11;11;11;11;12;12;12;12
150563 PICARRA;1;1;1;1;1;1;1;1;1;1
150570 PONTA DE PEDRAS;4;4;4;4;4;4;4;4;4;4
150613 REDENCAO;6;6;6;6;6;6;6;6;6;6
150650 SANTA IZABEL DO PARA;2;2;2;2;-;-;-;-;-;-
150655 SANTA LUZIA DO PARA;3;3;3;3;3;3;3;3;3;3
150680 SANTAREM;6;6;6;3;3;3;3;3;3;3
150730 SAO FELIX DO XINGU;5;5;5;5;5;5;5;5;5;5
150746 SAO JOAO DA PONTA;2;2;2;2;2;2;2;2;2;2
150800 TOME-ACU;2;2;2;2;2;2;2;2;2;2
150808 TUCUMA;12;12;12;12;17;17;17;17;17;17
150812 ULIANOPOLIS;3;3;3;3;3;3;3;3;3;3
150840 XINGUARA;5;5;5;5;5;5;5;5;5;5
160015 PEDRA BRANCA DO AMAPARI;3;3;3;3;3;3;3;3;3;3
160020 CALCOENE;5;5;5;5;5;5;5;5;5;5
160025 ITAUBAL;4;4;4;4;4;4;4;4;4;4
160030 MACAPA;4;4;4;4;4;4;4;4;4;4
160040 MAZAGAO;1;1;1;1;1;1;1;1;1;1
160050 OIAPOQUE;2;2;2;2;2;2;2;2;2;2
160053 PORTO GRANDE;4;4;4;4;4;4;4;4;4;4
160060 SANTANA;2;2;2;2;2;2;2;2;2;2
170035 ALIANCA DO TOCANTINS;8;8;8;8;8;8;-;-;-;-
170190 ARAGUACEMA;3;3;3;3;3;3;3;3;3;3
170310 BARROLANDIA;1;1;1;1;1;1;1;1;1;1
170360 BRASILANDIA DO TOCANTINS;3;3;3;3;3;3;3;3;3;3
170770 FILADELFIA;3;3;3;3;3;3;3;3;3;3
170930 GUARAI;4;4;4;4;4;4;4;4;4;4
170950 GURUPI;12;12;12;12;12;12;12;12;12;12
171050 ITACAJA;3;3;3;3;3;3;3;3;3;3
171360 MONTE DO CARMO;2;2;2;2;2;2;2;2;2;2
171890 SANTA ROSA DO TOCANTINS;2;2;2;2;2;2;2;2;2;2
172065 SILVANOPOLIS;3;3;3;3;3;3;3;3;3;3
172100 PALMAS;2;2;2;2;2;2;2;2;2;2
172110 TOCANTINIA;2;2;2;2;2;2;2;2;2;2
210005 ACAILANDIA;7;7;7;7;7;7;7;7;7;7
210050 ALTO PARNAIBA;5;5;5;5;5;5;5;5;5;5
210095 ARAME;10;10;10;10;10;10;10;10;10;10
210110 AXIXA;6;6;6;6;6;6;6;6;6;6
210120 BACABAL;20;20;20;20;20;20;20;20;20;20
210125 BACABEIRA;2;2;2;2;2;2;2;2;2;2
210140 BALSAS;2;2;2;2;2;2;2;2;2;2
210160 BARRA DO CORDA;20;20;20;20;20;20;20;20;20;20
210232 BURITICUPU;1;1;1;1;1;1;1;1;1;1
210240 CAJAPIO;1;1;1;1;1;1;1;1;1;1
210260 CANDIDO MENDES;2;2;2;2;2;2;2;2;2;2
210300 CAXIAS;6;6;6;6;6;6;6;6;6;6
210325 CIDELANDIA;-;1;1;1;1;1;1;1;1;1
210350 COLINAS;7;7;7;7;7;7;7;7;7;7
210407 FEIRA NOVA DO MARANHAO;5;5;5;5;5;5;5;5;5;5
210420 FORTUNA;4;4;4;4;4;4;4;4;4;4
210480 GRAJAU;27;27;27;27;27;27;27;27;27;27
210530 IMPERATRIZ;9;9;9;9;9;9;9;9;9;9
210570 LAGO DA PEDRA;1;1;1;1;1;1;1;1;1;1
210600 LIMA CAMPOS;1;1;1;1;1;1;1;1;1;1
210610 LORETO;1;1;1;1;1;1;1;1;1;1
210745 OLINDA NOVA DO MARANHAO;2;2;2;2;2;2;2;2;2;2
210780 PARNARAMA;1;1;1;1;1;1;1;1;1;1
210860 PINHEIRO;6;6;6;6;6;6;6;6;6;6
210905 PORTO RICO DO MARANHAO;3;3;3;3;3;3;3;3;3;3
210923 PRESIDENTE MEDICI;1;1;1;1;1;1;1;1;1;1
211040 SAO BENEDITO DO RIO PRETO;3;3;3;3;3;3;3;3;3;3
211102 SAO JOAO DO CARU;2;2;2;2;2;2;2;2;2;2
211130 SAO LUIS;24;24;24;24;24;20;26;26;26;26
211260 URBANO SANTOS;6;6;6;6;6;6;6;6;6;6
211285 VILA NOVA DOS MARTIRIOS;1;1;1;1;1;1;1;1;1;1
220190 BOM JESUS;-;-;-;-;-;-;-;-;1;1
220194 BOQUEIRAO DO PIAUI;1;1;1;1;1;1;1;1;1;1
220220 CAMPO MAIOR;2;2;2;2;2;2;2;2;2;2
220280 CONCEICAO DO CANINDE;2;2;2;2;2;2;2;2;2;2
220400 FRANCINOPOLIS;3;3;3;3;3;3;3;3;3;3
220530 JERUMENHA;1;1;1;1;1;1;1;1;1;1
220770 PARNAIBA;2;2;2;2;2;2;2;2;2;2
220800 PICOS;4;4;4;4;4;4;4;4;4;4
220860 PRATA DO PIAUI;4;4;4;4;4;4;4;4;4;4
220997 SAO JOAO DO ARRAIAL;2;2;2;2;2;2;2;2;2;2
221060 SAO RAIMUNDO NONATO;10;10;10;10;10;10;10;10;10;10
221080 SIMPLICIO MENDES;5;5;5;5;5;5;5;5;5;5
221100 TERESINA;7;7;7;7;7;7;9;9;9;9
230040 AIUABA;8;8;8;8;8;8;8;8;8;8
230070 ALTO SANTO;5;5;5;5;5;5;5;5;5;5
230140 ARATUBA;2;2;2;2;2;2;2;2;2;2
230170 AURORA;6;6;6;6;6;6;6;6;6;6
230190 BARBALHA;4;4;4;4;4;4;4;4;12;12
230195 BARREIRA;4;4;4;4;4;4;4;4;4;4
230200 BARRO;1;1;1;1;1;1;1;1;1;1
230205 BARROQUINHA;4;4;4;4;4;4;4;4;4;4
230220 BEBERIBE;2;2;2;2;2;2;2;2;2;2
230250 BREJO SANTO;2;2;2;2;2;2;2;2;2;2
230280 CANINDE;1;1;1;1;1;1;1;1;1;1
230370 CAUCAIA;2;2;2;2;2;2;2;2;2;2
230390 CHAVAL;2;2;2;2;2;2;2;2;2;2
230393 CHORO;2;2;2;2;2;2;2;2;2;2
230410 CRATEUS;3;3;3;3;3;3;3;3;3;3
230420 CRATO;1;1;1;1;1;1;1;1;1;1
230440 FORTALEZA;78;66;66;66;61;61;61;61;61;61
230460 GENERAL SAMPAIO;3;3;3;3;3;3;3;3;3;3
230480 GRANJEIRO;5;5;5;5;5;5;5;5;5;5
230523 HORIZONTE;5;5;5;5;5;5;5;5;5;5
230550 IGUATU;2;2;2;2;2;2;2;2;2;2
230660 ITATIRA;3;3;3;3;3;3;3;3;3;3
230725 JIJOCA DE JERICOACOARA;4;4;4;4;4;4;4;4;4;4
230730 JUAZEIRO DO NORTE;24;24;24;24;24;24;24;24;24;24
230740 JUCAS;3;3;3;3;3;3;3;3;3;3
230750 LAVRAS DA MANGABEIRA;2;2;2;2;2;2;2;2;2;2
230765 MARACANAU;4;4;4;4;4;4;4;4;4;4
230770 MARANGUAPE;5;5;5;5;5;5;5;5;5;5
230800 MASSAPE;2;2;2;2;2;2;2;2;2;2
230840 MISSAO VELHA;1;1;1;1;1;1;1;1;1;1
230900 MUCAMBO;2;2;2;2;2;2;2;2;2;2
230960 PACAJUS;3;3;3;3;3;3;3;3;3;3
231020 PARACURU;5;5;5;5;5;5;5;5;5;5
231030 PARAMBU;6;6;6;6;6;6;6;6;6;6
231040 PARAMOTI;3;3;3;3;3;3;3;3;3;3
231060 PENAFORTE;4;4;4;4;4;4;4;4;4;4
231070 PENTECOSTE;2;2;2;2;2;2;2;2;2;2
231090 PIQUET CARNEIRO;2;2;2;2;2;2;2;2;2;2
231120 POTENGI;3;3;3;3;3;3;3;3;3;3
231140 QUIXERAMOBIM;5;5;5;5;5;5;5;5;5;5
231180 RUSSAS;1;1;1;1;1;1;1;1;1;1
231195 SALITRE;4;4;4;4;4;4;4;4;4;4
231230 SAO BENEDITO;4;4;4;4;4;4;4;4;4;4
231280 SENADOR SA;2;2;2;2;2;2;2;2;2;2
231300 SOLONOPOLE;4;4;4;4;4;4;4;4;4;4
231310 TABULEIRO DO NORTE;1;1;1;1;1;1;1;1;1;1
231330 TAUA;5;5;5;5;5;5;5;5;5;5
231350 TRAIRI;3;3;3;3;3;3;3;3;3;3
231360 UBAJARA;4;4;4;4;4;4;4;4;4;4
231390 URUOCA;1;1;1;1;1;1;1;1;1;1
231400 VARZEA ALEGRE;6;6;6;6;6;6;6;6;6;6
240030 AFONSO BEZERRA;2;2;2;2;2;2;2;2;2;2
240145 BARAUNA;5;5;5;5;5;5;5;5;5;5
240160 BENTO FERNANDES;5;5;5;5;5;5;5;5;5;5
240165 BODO;8;8;8;8;8;8;8;8;8;8
240170 BOM JESUS;1;1;1;1;1;1;1;1;1;1
240185 CAICARA DO NORTE;2;2;2;2;2;2;2;2;2;2
240200 CAICO;2;2;2;2;2;2;2;2;2;2
240230 CARAUBAS;1;1;1;1;1;1;1;1;1;1
240240 CARNAUBA DOS DANTAS;5;5;5;5;5;5;5;5;5;5
240310 CURRAIS NOVOS;3;3;3;3;3;3;3;3;3;3
240400 FRUTUOSO GOMES;1;1;1;1;1;1;1;1;1;1
240420 GOIANINHA;6;6;6;6;6;6;6;6;6;6
240520 JANDUIS;3;3;3;3;3;3;3;3;3;3
240530 JANUARIO CICCO;2;2;2;2;2;2;2;2;2;2
240570 JARDIM DO SERIDO;6;6;6;6;6;6;6;6;6;6
240590 JOAO DIAS;2;2;2;2;2;2;2;2;2;2
240630 LAGOA DE PEDRAS;4;4;4;4;4;4;4;4;4;4
240670 LAJES;5;5;5;5;5;5;5;5;5;5
240710 MACAIBA;2;2;2;2;2;2;2;2;2;2
240720 MACAU;1;1;1;1;1;1;1;1;1;1
240810 NATAL;13;13;13;13;13;13;13;13;13;13
240880 PARAZINHO;3;3;3;3;3;3;3;3;3;3
240910 PASSA E FICA;2;2;2;2;2;2;6;6;6;6
240950 PEDRA GRANDE;-;-;-;-;-;-;-;-;2;-
240980 PEDRO VELHO;3;3;3;3;3;3;3;3;3;3
241000 PILOES;3;3;3;3;3;3;3;3;3;3
241060 RAFAEL GODEIRO;2;2;2;2;2;2;2;2;2;2
241080 RIACHO DE SANTANA;1;1;1;1;1;1;1;1;1;1
241105 TIBAU;1;1;1;1;1;1;1;1;1;1
241220 SAO JOSE DE MIPIBU;2;2;2;2;2;2;2;2;2;2
241240 SAO JOSE DO SERIDO;3;3;3;3;3;3;3;3;3;3
241300 SAO VICENTE;1;1;1;1;1;1;1;1;1;1
241410 TENENTE ANANIAS;1;1;1;1;1;1;1;1;1;1
241460 UPANEMA;3;3;3;3;3;3;3;3;3;3
250010 AGUA BRANCA;1;1;1;1;1;1;1;1;1;1
250040 ALAGOA NOVA;13;13;13;13;13;13;13;13;13;13
250070 SAO JOAO DO RIO DO PEIXE;3;3;3;3;3;3;3;3;3;3
250153 BARAUNA;4;4;4;4;4;4;4;4;4;4
250180 BAYEUX;11;11;11;11;11;11;11;11;11;11
250205 BERNARDINO BATISTA;2;2;2;2;2;2;2;2;2;2
250260 IGARACY;2;2;2;2;2;2;2;2;2;2
250300 CAAPORA;3;3;3;3;3;3;3;3;3;3
250350 CACIMBA DE DENTRO;1;1;1;1;1;1;1;1;1;1
250370 CAJAZEIRAS;-;1;1;1;1;1;1;1;1;1
250400 CAMPINA GRANDE;33;33;33;33;33;33;33;33;34;34
250440 CONCEICAO;1;1;1;1;1;1;1;1;1;1
250470 CONGO;1;1;1;1;1;1;1;1;1;1
250480 COREMAS;2;2;2;2;2;2;2;2;2;2
250570 DONA INES;1;1;1;1;1;1;1;1;1;1
250625 GADO BRAVO;1;1;1;1;1;1;1;1;1;1
250630 GUARABIRA;3;3;3;3;3;2;2;2;2;2
250750 JOAO PESSOA;29;29;29;29;29;29;29;29;29;29
250760 JUAREZ TAVORA;3;3;3;3;3;3;3;3;3;3
250790 JURIPIRANGA;4;4;4;4;4;4;4;4;4;4
250840 LASTRO;2;2;2;2;2;2;2;2;2;2
250910 MARI;2;2;2;2;2;2;2;2;2;1
250920 MASSARANDUBA;1;1;1;1;1;1;1;1;1;1
250930 MATARACA;2;2;2;2;2;2;2;2;2;2
251130 PIANCO;1;1;1;1;1;1;1;1;1;1
251203 POCO DANTAS;2;2;2;2;2;2;2;2;2;2
251210 POMBAL;2;2;2;2;2;2;2;2;2;2
251275 RIACHAO DO BACAMARTE;2;2;2;2;2;2;2;2;2;2
251320 SANTA CRUZ;5;5;5;5;5;-;-;-;-;-
251335 SANTA INES;1;1;1;1;1;1;1;1;1;1
251340 SANTA LUZIA;1;1;1;1;1;1;1;1;1;1
251365 JOCA CLAUDINO;2;2;2;2;2;2;2;2;2;2
251370 SANTA RITA;5;5;5;5;5;13;13;13;13;13
251410 SAO JOAO DO TIGRE;1;1;1;1;1;1;1;1;1;1
251450 SAO JOSE DE PIRANHAS;2;2;2;2;2;2;2;2;2;2
251460 SAO JOSE DO BONFIM;6;6;6;6;6;6;6;6;6;6
251570 SERRA GRANDE;4;4;4;4;4;4;4;4;4;4
251590 SERRARIA;2;2;2;2;2;2;2;2;2;2
251620 SOUSA;8;8;8;8;8;8;8;8;8;8
251670 TEIXEIRA;5;5;5;5;5;5;5;5;5;5
251740 ZABELE;2;2;2;2;2;2;2;2;2;2
260005 ABREU E LIMA;8;8;8;8;8;8;8;8;8;8
260020 AFRANIO;5;5;5;5;5;5;5;5;5;5
260040 AGUA PRETA;3;3;3;3;3;3;3;3;3;3
260110 ARARIPINA;2;2;2;2;2;2;2;2;2;2
260120 ARCOVERDE;1;1;1;1;1;1;1;1;1;1
260170 BELO JARDIM;3;3;3;3;3;3;3;3;3;3
260180 BETANIA;1;1;1;1;1;1;1;1;1;1
260260 BREJO DA MADRE DE DEUS;3;3;3;3;3;3;3;3;3;3
260270 BUENOS AIRES;1;1;1;1;1;1;1;1;1;1
260360 CAMUTANGA;2;2;2;2;2;2;2;2;2;2
260400 CARPINA;7;7;7;7;7;7;7;7;7;7
260410 CARUARU;3;3;3;3;3;3;3;3;3;3
260520 ESCADA;3;3;3;3;3;3;3;3;3;3
260530 EXU;1;1;1;1;1;1;1;1;1;1
260790 JABOATAO DOS GUARARAPES;14;14;14;14;14;14;14;14;14;14
260795 JAQUEIRA;2;2;2;2;2;2;2;2;2;2
260820 JOAQUIM NABUCO;2;2;2;2;2;2;2;2;2;2
260960 OLINDA;5;5;5;5;5;5;5;5;5;5
260970 OROBO;2;2;2;2;2;2;2;2;2;2
261000 PALMARES;1;1;1;1;1;1;1;1;1;1
261020 PANELAS;2;2;2;2;2;2;2;2;2;2
261110 PETROLINA;13;13;13;13;13;13;13;13;13;13
261120 POCAO;1;1;1;1;1;1;1;1;1;1
261153 QUIXABA;4;4;4;4;4;4;4;4;4;4
261160 RECIFE;7;7;7;7;7;7;9;9;9;9
261190 RIO FORMOSO;5;5;5;5;5;5;5;5;5;5
261247 SANTA CRUZ DA BAIXA VERDE;3;3;3;3;3;3;3;3;3;3
261290 SAO BENEDITO DO SUL;5;5;5;5;5;5;5;5;5;5
261330 SAO JOAQUIM DO MONTE;1;1;1;1;1;1;1;1;1;1
261390 SERRA TALHADA;1;1;1;1;1;1;1;1;1;1
261430 MOREILANDIA;4;4;4;4;4;4;4;4;4;4
261450 SURUBIM;8;8;8;8;8;8;8;8;8;8
261460 TABIRA;5;5;5;5;5;5;5;5;5;5
261480 TACARATU;10;10;10;10;10;10;10;10;10;10
261530 TIMBAUBA;5;5;5;5;5;5;5;5;5;5
270030 ARAPIRACA;12;12;12;12;12;12;12;12;12;12
270210 COLONIA LEOPOLDINA;7;7;7;7;7;7;7;7;7;7
270430 MACEIO;23;23;23;23;23;23;23;23;23;23
270450 MARAGOGI;2;2;2;3;3;3;3;3;3;3
270460 MARAVILHA;1;1;1;1;1;1;1;1;1;1
270650 PASSO DE CAMARAGIBE;4;4;4;4;4;4;4;4;4;4
270680 PIACABUCU;6;6;6;6;6;6;6;6;6;6
270770 RIO LARGO;1;1;1;1;1;1;1;1;1;1
270800 SANTANA DO IPANEMA;3;3;3;3;3;3;3;3;3;3
280030 ARACAJU;12;12;12;12;12;12;12;12;12;12
280050 AREIA BRANCA;2;2;2;2;2;2;2;2;2;2
280150 CARMOPOLIS;6;6;6;6;6;6;6;6;6;6
280290 ITABAIANA;3;3;3;3;3;3;3;3;3;3
280300 ITABAIANINHA;4;4;4;4;4;4;4;4;4;4
280350 LAGARTO;3;3;3;3;3;3;3;3;3;3
280440 NEOPOLIS;5;5;5;5;5;5;5;5;5;5
280460 NOSSA SENHORA DAS DORES;3;3;3;3;3;3;3;3;3;3
280580 RIACHAO DO DANTAS;6;6;6;6;6;6;6;6;6;6
280650 SANTA ROSA DE LIMA;1;1;1;1;1;1;1;1;1;1
280670 SAO CRISTOVAO;3;3;3;3;3;3;3;3;3;3
290040 AGUA FRIA;1;1;1;1;1;1;1;1;1;1
290050 ERICO CARDOSO;2;2;2;2;2;2;2;2;2;2
290070 ALAGOINHAS;1;1;1;1;1;1;1;1;1;1
290080 ALCOBACA;1;1;1;1;1;1;1;1;1;1
290140 ANGICAL;2;2;2;2;2;2;2;2;2;2
290160 ANTAS;2;2;2;2;2;2;2;2;2;2
290240 AURELINO LEAL;3;3;3;3;3;3;3;3;3;3
290320 BARREIRAS;5;5;5;5;5;5;5;5;5;5
290330 BARRO PRETO;1;1;1;1;1;1;1;1;1;1
290430 BREJOES;3;3;3;3;3;3;3;3;3;3
290450 BROTAS DE MACAUBAS;4;4;4;4;4;4;4;4;4;4
290460 BRUMADO;6;6;6;6;6;6;6;6;6;6
290485 CABACEIRAS DO PARAGUACU;1;1;1;1;1;1;1;1;1;1
290515 CAETANOS;3;3;3;3;3;3;3;3;3;3
290580 CAMAMU;1;1;1;1;1;1;1;1;1;1
290687 CAPIM GROSSO;3;3;3;3;3;3;3;3;3;3
290720 CASA NOVA;2;2;2;2;2;2;2;2;2;2
290730 CASTRO ALVES;2;2;2;2;2;2;2;2;2;2
290750 CATU;6;6;6;6;6;6;6;6;6;6
290755 CATURAMA;2;2;2;2;2;2;2;2;2;2
290770 CHORROCHO;3;3;3;3;3;3;3;3;3;3
290840 CONCEICAO DO COITE;3;3;3;3;3;3;3;3;3;3
290990 CURACA;3;3;3;3;3;3;3;3;3;3
291030 ELISIO MEDRADO;4;4;4;4;4;4;4;4;4;4
291072 EUNAPOLIS;10;10;10;10;10;10;10;10;10;10
291080 FEIRA DE SANTANA;27;27;28;28;28;28;28;28;28;28
291085 FILADELFIA;3;3;3;3;3;3;3;3;3;3
291180 GUARATINGA;3;3;3;3;3;3;3;3;3;3
291250 IBIPITANGA;1;1;1;1;1;1;1;1;1;1
291280 IBIRAPUA;3;3;3;3;3;3;3;3;3;3
291360 ILHEUS;20;20;20;20;20;20;20;20;20;20
291380 IPECAETA;4;4;4;4;4;4;4;4;4;4
